Id,Name,Usage,Disease,Disease ID,In a panel,Evidence level,Type,Source,Source ID,Assay/Test,Pmid,Molecular type,Molecular ID,Treatment
1315,Connective tissue growth factor,PrognosticBM,Type 1 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E10.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),12941731,Protein,P29279,
1316,Connective tissue growth factor,PrognosticBM,Type 1 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E10.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),16373901,Protein,P29279,
1317,Neutrophil gelatinase-associated lipocalin,PrognosticBM,Type 1 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E10.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21270761,Protein,P80188,
1318,Hepatitis A virus cellular receptor 1,PrognosticBM,Type 1 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E10.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21270761,Protein,Q96D42,
1319,Protein O-GlcNAcase,DiagnosticBM,Type 1 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E10.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Spectrophotometry,20980978,Protein,O60502,
1320,Hepatitis A virus cellular receptor 1,DiagnosticBM,Type 1 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E10.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),20980978,Protein,Q96D42,
1321,Spondin-2,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Polymerase chain reaction,21098016,Protein,Q8BMS2,
1322,Clusterin precursor protein (CLU),DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry|liquid chromatography-mass spectrometry,23769013,Protein,,
1323,IgG,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Radioimmunoassay,15111541,Protein,,
1324,Transforming growth factor beta-1,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,9133555,Protein,P01137,
1325,Ceruloplasmin,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Radioimmunoassay,15111541,Protein,P00450,
1326,Serotransferrin,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Radioimmunoassay,15111541,Protein,P02787,
1327,Alpha-1-acid glycoprotein 1|Alpha-1-acid glycoprotein 2|Alpha-1-acid glycoprotein 1|Alpha-1-acid glycoprotein 2,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Radioimmunoassay,15111541,Protein,P02763|P19652|P02763|P19652,
1328,Histidine biosynthesis trifunctional protein|Beta-hexosaminidase subunit beta,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Colorimetry,15111541,Protein,P07685|P07686,
1329,Retinol-binding protein 4,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,20735160,Protein,P02753,
1330,Protein AMBP,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,20735160,Protein,P02760,
1331,Transthyretin,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,20735160,Protein,P02766,
1332,Cadherin-1,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,20735160,Protein,P12830,
1333,Zinc-alpha-2-glycoprotein,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,20735160,Protein,P25311,
1334,Haptoglobin,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,20735160,Protein,P00738,
1335,Serum albumin,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,20735160,Protein,P02768,
1336,Neutrophil gelatinase-associated lipocalin,PrognosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22015481,Protein,P80188,
1337,Hepatitis A virus cellular receptor 1,PrognosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22015481,Protein,Q96D42,
1338,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21779943,Protein,P80188,
1339,Protein O-GlcNAcase,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Colorimetry,21779943,Protein,O60502,
1340,Hepatitis A virus cellular receptor 1,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21779943,Protein,Q96D42,
1341,Bifunctional glutamate/proline--tRNA ligase,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry|liquid chromatography-mass spectrometry,23769013,Protein,P07814,
1342,Alpha-2-HS-glycoprotein,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23458176,Protein,P02765,
1343,Histidine triad nucleotide-binding protein 1,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry|liquid chromatography-mass spectrometry,23769013,Protein,P49773,
1344,Tumor necrosis factor receptor superfamily member 11B,DiagnosticBM,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/DOID_9352,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23458176,Protein,O00300,
1345,"Fatty acid-binding protein, liver",DiagnosticBM,Type 2 diabetes mellitus with diabetic chronic kidney disease,http://ns.ontoforce.com/datasets/icd10/E11.22,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),19912308,Protein,P07148,
1346,Alpha-1-acid glycoprotein 1 precursor(AGP1),DiagnosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22536212,Protein,,
1347,Serotransferrin,DiagnosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22536212,Protein,P02787,
1348,Ceruloplasmin,DiagnosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22536212,Protein,P00450,
1349,Alpha-1-antitrypsin,DiagnosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22536212,Protein,P01009,
1350,Basement membrane-specific heparan sulfate proteoglycan core protein,DiagnosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22536212,Protein,P98160,
1351,Vitamin D-binding protein,DiagnosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22536212,Protein,P02774,
1352,"Fatty acid-binding protein, liver",DiagnosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22536212,Protein,P07148,
1353,Prostate stem cell antigen,DiagnosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22536212,Protein,O43653,
1354,Serum albumin,DiagnosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22536212,Protein,P02768,
1355,Regulator of telomere elongation helicase 1,DiagnosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22536212,Protein,Q9NZ71,
1356,Protein AMBP,DiagnosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22536212,Protein,P02760,
1357,Fibulin-5,DiagnosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22536212,Protein,Q9UBX5,
1358,Mannose-binding lectin-associated serine rotease-2 precursor (MASP2),DiagnosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22536212,Protein,,
1359,Vascular endothelial growth factor A,PrognosticBM,Type 2 diabetes mellitus with diabetic nephropathy,http://ns.ontoforce.com/datasets/icd10/E11.21,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),15154937,Protein,P15692,
1360,BIGH3,DiagnosticBM,Urinary bladder urothelial carcinoma,http://purl.obolibrary.org/obo/DOID_4006,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22626996,Protein,,
1361,Bladder tumor antigen (BTA),DiagnosticBM,Urinary bladder urothelial carcinoma,http://purl.obolibrary.org/obo/DOID_4006,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21918968,Protein,,
1362,Tumor necrosis factor receptor superfamily member 6,DiagnosticBM,Urinary bladder urothelial carcinoma,http://purl.obolibrary.org/obo/DOID_4006,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21918968,Protein,P25445,
1363,Hyaluronidase-1|Hyaluronidase-2|Hyaluronidase-3|Hyaluronidase-4|Hyaluronidase PH-20,DiagnosticBM,Urinary bladder urothelial carcinoma,http://purl.obolibrary.org/obo/DOID_4006,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21918968,Protein,Q12794|Q12891|O43820|Q2M3T9|P38567,
1364,Interleukin-1 alpha,DiagnosticBM,Urinary bladder urothelial carcinoma,http://purl.obolibrary.org/obo/DOID_4006,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21918968,Protein,P01583,
1365,Interleukin-6,DiagnosticBM,Urinary bladder urothelial carcinoma,http://purl.obolibrary.org/obo/DOID_4006,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21918968,Protein,P05231,
1366,Interleukin-8,DiagnosticBM,Urinary bladder urothelial carcinoma,http://purl.obolibrary.org/obo/DOID_4006,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21918968,Protein,P10145,
1367,Vascular endothelial growth factor A,DiagnosticBM,Urinary bladder urothelial carcinoma,http://purl.obolibrary.org/obo/DOID_4006,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21918968,Protein,P15692,
1368,Basigin,DiagnosticBM,Urinary bladder urothelial carcinoma,http://purl.obolibrary.org/obo/DOID_4006,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22626996,Protein,P35613,
1369,Serine protease HTRA1,DiagnosticBM,Urinary bladder urothelial carcinoma,http://purl.obolibrary.org/obo/DOID_4006,No,,Molecular Biomarker,Urine,UBERON_0001088,Western blot,23712470,Protein,Q92743,
1370,Endothelin-1,DiagnosticBM,Urinary Tract Infection,http://ns.ontoforce.com/datasets/nci/C50791,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22377253,Protein,P05305,
1371,Urine tissue factor (uTF),PrognosticBM,Urogenital Cancer,http://ns.ontoforce.com/datasets/me/D014565,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),10718179,Protein,,
1372,Interleukin-6,DiagnosticBM,Urolithiasis,http://ns.ontoforce.com/datasets/icd10/N20-N23,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20204339,Protein,P05231,
1373,C-C motif chemokine 2,DiagnosticBM,Urolithiasis,http://ns.ontoforce.com/datasets/icd10/N20-N23,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20204339,Protein,P13500,
1374,Interleukin-8,DiagnosticBM,Urolithiasis,http://ns.ontoforce.com/datasets/icd10/N20-N23,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20204339,Protein,P10145,
1375,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Vesicoureteral reflux,http://purl.obolibrary.org/obo/DOID_9620,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),20303517,Protein,P80188,
1376,Metalloproteinase inhibitor 1,DiagnosticBM,Vesicoureteral reflux,http://purl.obolibrary.org/obo/DOID_9620,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21969093,Protein,P01033,
1377,72 kDa type IV collagenase,DiagnosticBM,Vesicoureteral reflux,http://purl.obolibrary.org/obo/DOID_9620,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21969093,Protein,P08253,
1378,Kininogen-1,DiagnosticBM,Visceral leishmaniasis,http://purl.obolibrary.org/obo/DOID_9146,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,22562212,Protein,P01042,
1379,Legumain,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|Western blot|,27780262,Protein,Q5PPG2,Prazosin
1380,Urinary Kidney injury molecule-1,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),26248472,Protein,Q96D42,
1381,N-acetyl-β-glucosaminidase (NAG),DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),26506922,Protein,Q8VIJ5,
1382,Putative organic anion transporter 5,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Western blot,25164828,Protein,Q6A4K9,
1383,Prostaglandin-H2 D-isomerase,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Western blot|Enzyme linked immunosorbent assay (ELISA),26272683,Protein,P41222,
1384,Matrix Metalloproteinase 7,DiagnosticBM,Acute Allograft Nephropathy,http://ns.ontoforce.com/datasets/nci/C114838,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA)|Western blot|mass spectrometry,26906940,Protein,A5GZ72,
1385,C-X-C motif chemokine 10 CXCL10,DiagnosticBM,Hyperacute Allograft Rejection,http://ns.ontoforce.com/datasets/nci/C114848,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),25948873,Protein,P02778,
1386,Neutrophil gelatinase-associated lipocalin,PredictiveBM,Delayed Graft Function,http://ns.ontoforce.com/datasets/nci/C114853,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA)|immunohistochemistry,26986138,Protein,P80188,Deceased Donor Kidney Transplantation
1387,"Fatty acid-binding protein, liver",PredictiveBM,Delayed Graft Function,http://ns.ontoforce.com/datasets/nci/C114853,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA)|immunohistochemistry,26986138,Protein,P07148,Deceased Donor Kidney Transplantation
1388,Urinary Kidney injury molecule-1,PredictiveBM,Delayed Graft Function,http://ns.ontoforce.com/datasets/nci/C114853,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),25989460,Protein,Q96D42,Post-transplant
1389,Cystatin C (CysC),DiagnosticBM,Delayed Graft Function,http://ns.ontoforce.com/datasets/nci/C114853,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),26162495,Protein,P01034,
1390,Interleukin-18,PredictiveBM,Contrast - Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C123129,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),27398022,Protein,Q14116,After administration of gadolinium-based contrast agents
1391,Alpha-N-acetylglucosaminidase,PredictiveBM,Contrast - Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C123129,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),27398022,Protein,P54802,After administration of gadolinium-based contrast agents
1392,Alpha-N-acetylglucosaminidase,DiagnosticBM,Contrast - Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C123129,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),26584598,Protein,P54802,
1393,NGAL,DiagnosticBM,Contrast - Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C123129,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),26862309,Protein,P80188,
1394,IL-18,DiagnosticBM,Contrast - Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C123129,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),26862309,Protein,Q14116,
1395,Transforming growth factor beta-1,DiagnosticBM,Sickle Cell Nephropathy,http://ns.ontoforce.com/datasets/nci/C123203,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),26508723,Protein,P01137,
1396,Angiotensinogen,DiagnosticBM,Cardiorenal Syndrome,http://ns.ontoforce.com/datasets/nci/C123225,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA)|Western blot,25722365,Protein,P01019,
